index,0,1,2
26457,0.04858874902129173,0.08948131650686264,0.8619299530982971
26458,0.14158819615840912,0.15697632730007172,0.7014354467391968
26459,0.10447698831558228,0.13763894140720367,0.7578840851783752
26460,0.17323468625545502,0.09640578180551529,0.7303595542907715
26461,0.03268980234861374,0.04027355834841728,0.9270366430282593
26462,0.06005675345659256,0.12594136595726013,0.8140019178390503
26463,0.3170830011367798,0.6821202635765076,0.0007967054843902588
26464,0.11567172408103943,0.20548759400844574,0.678840696811676
26465,0.052992068231105804,0.1876513808965683,0.7593565583229065
26466,0.0669160708785057,0.2657378017902374,0.667346179485321
26467,0.08989113569259644,0.1781667023897171,0.7319421172142029
26468,0.1012178286910057,0.1388854682445526,0.7598966956138611
26469,0.18987302482128143,0.1422770917415619,0.6678498387336731
26470,0.10569298267364502,0.20260529220104218,0.6917017102241516
26471,0.07800532132387161,0.1895778775215149,0.7324168086051941
26472,0.14261826872825623,0.24680136144161224,0.610580325126648
26473,0.07812229543924332,0.1580124944448471,0.7638651728630066
26474,0.32492899894714355,0.6740720868110657,0.0009989433456212282
26475,0.33884796500205994,0.20687024295330048,0.4542818069458008
26476,0.02580867148935795,0.15260274708271027,0.8215886354446411
26477,0.15634292364120483,0.1868884414434433,0.6567686796188354
26478,0.09922037273645401,0.15321289002895355,0.7475667595863342
26479,0.04950200766324997,0.125581294298172,0.824916660785675
26480,0.09276541322469711,0.0678490474820137,0.8393855094909668
26481,0.1169731542468071,0.3814176321029663,0.501609206199646
26482,0.1618146151304245,0.12679670751094818,0.7113887071609497
26483,0.044546764343976974,0.14492018520832062,0.8105330467224121
26484,0.12766346335411072,0.24113582074642181,0.6312006711959839
26485,0.08786135166883469,0.07752607017755508,0.8346125483512878
26486,0.11460413783788681,0.182721346616745,0.7026745080947876
26487,0.1461668312549591,0.15655417740345,0.6972789764404297
26488,0.21572597324848175,0.7787801027297974,0.005493953824043274
26489,0.07381633669137955,0.25951650738716125,0.6666671633720398
26490,0.1268642395734787,0.1504310816526413,0.7227046489715576
26491,0.07261813431978226,0.08016776293516159,0.8472141027450562
26492,0.058886781334877014,0.10228551179170609,0.8388277292251587
