index,0,1,2
26457,0.10174097865819931,0.1508493423461914,0.7474097013473511
26458,0.16274598240852356,0.1455990970134735,0.6916549205780029
26459,0.08255947381258011,0.14341343939304352,0.7740270495414734
26460,0.13517102599143982,0.11128973215818405,0.7535392045974731
26461,0.09258326143026352,0.1106683537364006,0.7967483401298523
26462,0.06533821672201157,0.10906489938497543,0.8255968689918518
26463,0.6071999073028564,0.39240989089012146,0.00039022709825076163
26464,0.15005287528038025,0.19785860180854797,0.6520885825157166
26465,0.08485978841781616,0.17624157667160034,0.7388986945152283
26466,0.07268716394901276,0.30410483479499817,0.6232080459594727
26467,0.1391911506652832,0.26031437516212463,0.6004944443702698
26468,0.0693286582827568,0.12311507761478424,0.8075562715530396
26469,0.17564986646175385,0.16034720838069916,0.6640029549598694
26470,0.06975915282964706,0.18145732581615448,0.7487835884094238
26471,0.10753094404935837,0.16172079741954803,0.7307482361793518
26472,0.10157912224531174,0.3234786093235016,0.5749422311782837
26473,0.07631989568471909,0.17255771160125732,0.7511223554611206
26474,0.32434722781181335,0.6753916144371033,0.0002610900846775621
26475,0.29175809025764465,0.2184811234474182,0.48976078629493713
26476,0.02850334532558918,0.1846315860748291,0.7868650555610657
26477,0.16102908551692963,0.1795494705438614,0.659421443939209
26478,0.11535874754190445,0.16347552835941315,0.7211657166481018
26479,0.07252740114927292,0.14191463589668274,0.7855579257011414
26480,0.07291574031114578,0.07103249430656433,0.8560518026351929
26481,0.0722823217511177,0.25767308473587036,0.6700446009635925
26482,0.12299905717372894,0.0767865926027298,0.8002143502235413
26483,0.044879354536533356,0.14720165729522705,0.8079189658164978
26484,0.19016948342323303,0.18559736013412476,0.6242331266403198
26485,0.10811324417591095,0.10141212493181229,0.7904745936393738
26486,0.13966652750968933,0.18792681396007538,0.6724066734313965
26487,0.09573416411876678,0.14066219329833984,0.763603687286377
26488,0.28588801622390747,0.6741918921470642,0.03992004320025444
26489,0.09013491868972778,0.27636125683784485,0.633503794670105
26490,0.12866632640361786,0.3428190350532532,0.5285146236419678
26491,0.06974036246538162,0.09178834408521652,0.8384713530540466
26492,0.08855130523443222,0.14747589826583862,0.763972818851471
26493,0.19256380200386047,0.8071820735931396,0.0002541496651247144
26494,0.1429995447397232,0.17755180597305298,0.6794486045837402
26495,0.09479152411222458,0.15702128410339355,0.748187243938446
26496,0.09816481918096542,0.16927587985992432,0.7325592637062073
26497,0.0961955189704895,0.4853290021419525,0.41847553849220276
26498,0.20697012543678284,0.24223355948925018,0.5507963299751282
26499,0.07059350609779358,0.17938533425331116,0.7500211596488953
26500,0.10894977301359177,0.3521523177623749,0.5388978719711304
26501,0.07084864377975464,0.1474047601222992,0.7817465662956238
26502,0.04755708575248718,0.1269793063402176,0.825463593006134
26503,0.08461323380470276,0.5038182139396667,0.4115685224533081
